,tuning_group,train_MSE,test_MSE,train_RMSE,test_RMSE,train_MAE,test_MAE,train_MAPE,test_MAPE,train_R2,test_R2,sec_conv,perform_validation,num_train_samples,input_1,input_2,#_epochs,#filters_conv1,filter_size_conv1,act_func_conv1,#filters_conv2,filter_size_conv2,act_func_conv2,dense_neurons,act_func_dense
64,3,208.8244171142578,251.72875693843608,14.45075798034668,15.86596221281382,11.189470291137695,11.60625765144825,53361056.0,149.76666793799106,0.8804833889007568,0.8542282581329346,False,False,17731,30,14,4,128,2,sigmoid,16,5,relu,50,relu
65,3,350.60400390625,356.24472691130666,18.724422454833984,18.874446400128047,14.51039218902588,13.441659178733826,64120444.0,151.5143159918723,0.7993379831314087,0.7937048673629761,False,False,17731,30,14,4,16,3,sigmoid,16,5,relu,50,relu
66,3,234.0219573974609,248.99963490844988,15.297776222229004,15.779722269686811,12.009112358093262,12.013336015343668,61657560.0,148.09817374541385,0.8660616278648376,0.855808675289154,False,False,17731,30,14,4,32,3,sigmoid,16,5,relu,50,relu
67,3,219.34622192382807,232.82175264267903,14.810341835021973,15.258497719063929,11.524056434631348,11.421531572714448,45486648.0,145.68149679713645,0.8744614720344543,0.8651769757270813,False,False,17731,30,14,4,48,3,sigmoid,16,5,relu,50,relu
68,3,208.03530883789065,230.2868715951314,14.423429489135742,15.175205817224734,11.26124095916748,11.600399619108066,53016488.0,147.92684677821296,0.880934476852417,0.8666448593139648,False,False,17731,30,14,4,64,3,sigmoid,16,5,relu,50,relu
69,3,222.9554901123047,232.15449431602465,14.93169403076172,15.236616892080232,11.608538627624512,11.623578078746796,61987460.0,145.10747413027252,0.8723957538604736,0.8655633926391602,False,False,17731,30,14,4,80,3,sigmoid,16,5,relu,50,relu
70,3,202.6324615478516,229.98335896571828,14.234903335571287,15.165202239525795,11.136199951171877,11.579886074662207,55694544.0,146.9613599531099,0.8840271830558777,0.8668206930160522,False,False,17731,30,14,4,96,3,sigmoid,16,5,relu,50,relu
71,3,198.2841186523437,247.64671741939983,14.081339836120604,15.73679501739156,10.94965648651123,11.916704903542996,51247760.0,153.61280261814193,0.8865159153938293,0.8565921187400818,False,False,17731,30,14,4,112,3,sigmoid,16,5,relu,50,relu
72,3,205.0596160888672,247.73591195998563,14.319902420043944,15.739628710995238,11.235159873962402,12.094307376146316,65743588.0,139.09474193107377,0.8826378583908081,0.8565404415130615,False,False,17731,30,14,4,128,3,sigmoid,16,5,relu,50,relu
73,3,262.6214294433594,271.2046963062349,16.205598831176758,16.46829366711181,12.679244995117188,12.268203301429748,50027632.0,147.79736003094638,0.8496936559677124,0.8429501056671143,False,False,17731,30,14,4,16,4,sigmoid,16,5,relu,50,relu
74,3,227.0685577392578,264.8089837274495,15.06879425048828,16.27295252028499,11.62868881225586,12.051165399551392,32547648.0,150.1602429140838,0.8700413703918457,0.8466537594795227,False,False,17731,30,14,4,32,4,sigmoid,16,5,relu,50,relu
75,3,221.24267578125,260.5034074175184,14.874228477478027,16.14011794930627,11.479574203491213,11.86954060330987,38127076.0,149.7749162027598,0.8733757734298706,0.8491470217704773,False,False,17731,30,14,4,48,4,sigmoid,16,5,relu,50,relu
76,3,226.77899169921875,257.4501758615931,15.05918312072754,16.045253998039204,11.627762794494627,11.983118327260016,39430828.0,148.21823412235372,0.8702075481414795,0.8509150743484497,False,False,17731,30,14,4,64,4,sigmoid,16,5,relu,50,relu
77,3,232.09629821777344,253.2081679433768,15.23470687866211,15.91251607833836,11.77919101715088,11.97660408258438,36542164.0,146.30967361994033,0.8671640157699585,0.8533716201782227,False,False,17731,30,14,4,80,4,sigmoid,16,5,relu,50,relu
78,3,219.07339477539065,254.48382988889497,14.801128387451172,15.952549322565812,11.49752140045166,12.128215606212615,41467632.0,142.62646051646675,0.8746169209480286,0.8526328802108765,False,False,17731,30,14,4,96,4,sigmoid,16,5,relu,50,relu
79,3,215.565170288086,245.2782467914672,14.682137489318848,15.661361588044226,11.383444786071776,11.919201216697694,49635884.0,144.22219493260368,0.8766252994537354,0.8579636812210083,False,False,17731,30,14,4,112,4,sigmoid,16,5,relu,50,relu
80,3,224.3177185058593,241.2652937209832,14.977239608764648,15.532716881504768,11.618778228759766,11.718675134181977,67617536.0,141.97515409645638,0.8716159462928772,0.8602874875068665,False,False,17731,30,14,4,128,4,sigmoid,16,5,relu,50,relu
81,3,336.2778015136719,364.0379810757916,18.337879180908203,19.079779377020888,14.043021202087402,14.149320878982545,57730312.0,146.85572711826435,0.8075377941131592,0.7891919612884521,False,False,17731,30,14,4,16,5,sigmoid,16,5,relu,50,relu
82,3,228.0736389160156,250.0558295304385,15.102107048034668,15.813153687055548,11.65106201171875,11.745953795313834,42466336.0,149.31130536600116,0.8694660663604736,0.855197012424469,False,False,17731,30,14,4,32,5,sigmoid,16,5,relu,50,relu
83,3,223.8689117431641,236.97263490398888,14.962249755859377,15.3939155156831,11.556475639343262,11.504658812880516,47537660.0,146.50281757907968,0.8718730807304382,0.8627732992172241,False,False,17731,30,14,4,48,5,sigmoid,16,5,relu,50,relu
84,3,201.63417053222656,234.1659681028471,14.19979476928711,15.302482416354776,10.97510051727295,11.409718225002289,35773404.0,145.05807144605052,0.8845982551574707,0.8643985986709595,False,False,17731,30,14,4,64,5,sigmoid,16,5,relu,50,relu
85,3,222.7372283935547,247.70901757942,14.924384117126465,15.73877433536106,11.459829330444336,11.599136791229247,38017928.0,147.3245014909005,0.8725200295448303,0.8565560579299927,False,False,17731,30,14,4,80,5,sigmoid,16,5,relu,50,relu
86,3,202.60501098632807,231.83309597424943,14.233939170837402,15.226066332912431,10.968361854553224,11.380466305315494,30186850.0,146.2876394399665,0.8840429186820984,0.8657494783401489,False,False,17731,30,14,4,96,5,sigmoid,16,5,relu,50,relu
87,3,196.9232177734375,242.141183330301,14.032933235168455,15.560886328557928,10.798589706420898,11.594609046578409,34437068.0,148.95374449463964,0.887294590473175,0.8597803115844727,False,False,17731,30,14,4,112,5,sigmoid,16,5,relu,50,relu
88,3,196.36924743652344,230.4491537723196,14.01318073272705,15.180551827002851,10.75855541229248,11.391040325164797,25039784.0,145.29602488893417,0.8876116275787354,0.8665509223937988,False,False,17731,30,14,4,128,5,sigmoid,16,5,relu,50,relu
89,3,340.1319885253906,379.58421814068527,18.44266700744629,19.48292119115317,14.27012538909912,14.4151460647583,59894168.0,145.54722936250673,0.8053315877914429,0.7801893949508667,False,False,17731,30,14,4,16,6,sigmoid,16,5,relu,50,relu
90,3,223.1230010986328,300.3743930068905,14.937302589416504,17.331312500987643,11.477069854736328,12.75858766078949,26037208.0,155.33842601519422,0.87229984998703,0.8260584473609924,False,False,17731,30,14,4,32,6,sigmoid,16,5,relu,50,relu
91,3,239.17105102539065,270.1117498581405,15.465155601501465,16.435076813271685,11.820723533630373,11.746111429929734,27742174.0,147.29447592615892,0.8631149530410767,0.8435829877853394,False,False,17731,30,14,4,48,6,sigmoid,16,5,relu,50,relu
92,3,231.34169006347656,255.97684120427115,15.209920883178713,15.999276271265249,11.731781959533691,11.7005975151062,36765524.0,146.08679548384765,0.8675955533981323,0.8517682552337646,False,False,17731,30,14,4,64,6,sigmoid,16,5,relu,50,relu
93,3,217.65249633789065,254.0990460518144,14.753050804138184,15.94048449865356,11.394439697265623,11.755984573364255,38502644.0,145.02321078591015,0.8754304051399231,0.8528556823730469,False,False,17731,30,14,4,80,6,sigmoid,16,5,relu,50,relu
94,3,216.0110015869141,250.38686388916048,14.697312355041504,15.823617282061662,11.336484909057615,11.655999546051026,37092500.0,145.14164925566016,0.8763699531555176,0.8550053238868713,False,False,17731,30,14,4,96,6,sigmoid,16,5,relu,50,relu
95,3,205.29502868652344,245.1248191872451,14.328120231628418,15.656462537471391,11.098322868347168,11.858105512857437,40887212.0,144.56828320791956,0.882503092288971,0.8580524921417236,False,False,17731,30,14,4,112,6,sigmoid,16,5,relu,50,relu
96,3,209.413803100586,264.4376201505848,14.471137046813965,16.261538062267814,11.118183135986328,11.921531143877656,34030844.0,152.97687473517436,0.8801459670066833,0.8468688130378723,False,False,17731,30,14,4,128,6,sigmoid,16,5,relu,50,relu
97,3,267.9781188964844,275.0686786559561,16.370037078857422,16.585194561896344,12.69412899017334,12.32938349723816,44945444.0,147.66401553836647,0.8466274738311768,0.8407125473022461,False,False,17731,30,14,4,16,8,sigmoid,16,5,relu,50,relu
98,3,237.6825408935547,259.4383806186668,15.416955947875977,16.10709100423372,11.834145545959473,11.58978931427002,23129602.0,148.21394203067803,0.8639668822288513,0.8497637510299683,False,False,17731,30,14,4,32,8,sigmoid,16,5,relu,50,relu
99,3,208.46690368652344,251.8832848170925,14.438383102416992,15.870831257911242,11.087117195129396,11.93873880147934,21049162.0,141.5178037417214,0.8806875348091125,0.8541387915611267,False,False,17731,30,14,4,48,8,sigmoid,16,5,relu,50,relu
100,3,251.50978088378903,263.7743829171621,15.859060287475586,16.241132439493317,12.246997833251951,11.73682907104492,34949612.0,147.17100214981238,0.8560527563095093,0.8472528457641602,False,False,17731,30,14,4,64,8,sigmoid,16,5,relu,50,relu
101,3,217.66018676757807,253.6683418750914,14.753311157226562,15.92696901092896,11.23421573638916,11.689252409934998,23045846.0,147.18412175707306,0.8754261136054993,0.8531050682067871,False,False,17731,30,14,4,80,8,sigmoid,16,5,relu,50,relu
102,3,205.26580810546875,273.41193308632023,14.32710075378418,16.535172605277523,10.962882995605469,12.28341910123825,20773082.0,153.07404611786896,0.8825200796127319,0.8416719436645508,False,False,17731,30,14,4,96,8,sigmoid,16,5,relu,50,relu
103,3,209.67755126953125,256.5768737323481,14.480246543884276,16.018017159821877,11.183302879333496,11.761186294555664,40142340.0,146.66970335980022,0.8799946308135986,0.8514208197593689,False,False,17731,30,14,4,112,8,sigmoid,16,5,relu,50,relu
104,3,203.6269989013672,285.67964169726014,14.269793510437012,16.902060279659995,10.907026290893556,12.855285058021543,25791544.0,137.01508983141895,0.8834576606750488,0.8345679044723511,False,False,17731,30,14,4,128,8,sigmoid,16,5,relu,50,relu
105,4,207.7963409423828,228.4076522577245,14.415143013000488,15.113161557322298,10.959883689880373,11.197552754878998,22561084.0,147.42103465054697,0.8810715079307556,0.8677331209182739,True,False,17731,30,14,4,48,3,sigmoid,16,5,relu,50,relu
106,4,283.01593017578125,355.2554595497246,16.823078155517578,18.84822165483324,13.038957595825195,14.05288119316101,52442468.0,155.65599404186682,0.8380210399627686,0.7942777872085571,True,False,17731,30,14,4,48,3,sigmoid,16,5,sigmoid,50,relu
107,4,205.4686889648437,229.4226248694788,14.334178924560549,15.146703432413233,10.901241302490234,11.1094087266922,25314416.0,142.83231843125765,0.8824038505554199,0.8671453595161438,True,False,17731,30,14,4,48,3,sigmoid,16,5,tanh,50,relu
108,4,205.5525665283203,216.86062127374265,14.33710479736328,14.726188280534194,10.793950080871582,10.86077178478241,18635816.0,145.5487052062987,0.8823553323745728,0.8744198083877563,True,False,17731,30,14,4,48,3,sigmoid,32,5,relu,50,relu
109,4,287.76568603515625,326.035140381591,16.96365737915039,18.0564431819113,13.132085800170898,13.259154987335204,59393000.0,151.39784756383128,0.8353027701377869,0.8111987113952637,True,False,17731,30,14,4,48,3,sigmoid,32,5,sigmoid,50,relu
110,4,197.5099639892578,238.5598041080396,14.053823471069336,15.44538131960618,10.669448852539062,11.40668551325798,27441864.0,151.2310242480654,0.8869585990905762,0.8618541955947876,True,False,17731,30,14,4,48,3,sigmoid,32,5,tanh,50,relu
111,4,205.90496826171875,234.83601572738124,14.34938907623291,15.324360206135236,10.849019050598145,11.087505593299866,18119208.0,151.50643928665642,0.8821539878845215,0.8640105724334717,True,False,17731,30,14,4,48,3,sigmoid,48,5,relu,50,relu
112,4,264.9903869628906,280.6126872265829,16.27852439880371,16.751498059176168,12.58728313446045,12.1942276096344,53207304.0,147.73302277068865,0.8483375906944275,0.837502121925354,True,False,17731,30,14,4,48,3,sigmoid,48,5,sigmoid,50,relu
113,4,191.21896362304688,211.0335491741162,13.828194618225098,14.526993810631163,10.463296890258787,10.656910123825073,18852832.0,148.130836064152,0.890559196472168,0.8777941465377808,True,False,17731,30,14,4,48,3,sigmoid,48,5,tanh,50,relu
114,4,201.553466796875,235.6642374694844,14.19695281982422,15.351359466493005,10.690491676330566,11.040183897018432,18960316.0,152.98695354375408,0.8846447467803955,0.8635309338569641,True,False,17731,30,14,4,48,3,sigmoid,64,5,relu,50,relu
115,4,247.60031127929688,277.92319493139905,15.73532009124756,16.67102861047869,12.107625961303713,11.781100044250488,49618492.0,152.8165459319753,0.8582906723022461,0.8390595316886902,True,False,17731,30,14,4,48,3,sigmoid,64,5,sigmoid,50,relu
116,4,190.4068298339844,268.905895078353,13.798798561096191,16.398350376740733,10.407184600830078,12.199664239883424,19876028.0,157.2549058325621,0.891024112701416,0.8442813158035278,True,False,17731,30,14,4,48,3,sigmoid,64,5,tanh,50,relu
117,4,199.35939025878903,219.2699600207614,14.119468688964844,14.807766881632132,10.652029037475586,10.831880340576172,19935596.0,148.40362139340624,0.8859001994132996,0.873024582862854,True,False,17731,30,14,4,48,3,sigmoid,80,5,relu,50,relu
118,4,234.7444610595703,254.5018561293696,15.321372985839844,15.95311430816471,11.760336875915527,11.89622381210327,41525864.0,151.4983477289303,0.8656480312347412,0.852622389793396,True,False,17731,30,14,4,48,3,sigmoid,80,5,sigmoid,50,relu
119,4,187.4538726806641,217.31634563481583,13.69137954711914,14.741653422693664,10.365702629089355,10.981572070121764,21293556.0,145.94252336367083,0.8927140831947327,0.8741558790206909,True,False,17731,30,14,4,48,3,sigmoid,80,5,tanh,50,relu
120,4,198.967025756836,215.4697992863479,14.10556697845459,14.678889579472552,10.586639404296877,10.964860396385191,18743148.0,141.07734796478064,0.8861247301101685,0.8752251863479614,True,False,17731,30,14,4,48,3,sigmoid,96,5,relu,50,relu
121,4,261.2884826660156,266.0359798674806,16.16442108154297,16.310609426611887,12.552701950073242,11.828010339736938,58359592.0,141.3759788119298,0.8504562377929688,0.8459432125091553,True,False,17731,30,14,4,48,3,sigmoid,96,5,sigmoid,50,relu
122,4,184.70925903320312,263.57674527874,13.590778350830078,16.23504682095928,10.203439712524414,12.45224277496338,21098188.0,154.3426770689844,0.8942849040031433,0.8473672866821289,True,False,17731,30,14,4,48,3,sigmoid,96,5,tanh,50,relu
