tuning_group,train_MSE,test_MSE,train_RMSE,test_RMSE,train_MAE,test_MAE,train_MAPE,test_MAPE,train_R2,test_R2,sec_conv,perform_validation,num_train_samples,input_1,input_2,#_epochs,#filters_conv1,filter_size_conv1,act_func_conv1,#filters_conv2,filter_size_conv2,act_func_conv2
2,208.4300994873047,232.6528633738558,14.437108039855957,15.252962445828542,10.974200248718262,11.952558642029762,23291880.0,144.2171265874298,0.8807089924812317,0.8652747869491577,True,False,17731,30,14,6,32,2,sigmoid,16,5,relu
2,201.87356567382812,277.12515865316914,14.208221435546875,16.647076579783285,10.921966552734375,12.784547221660613,29205036.0,141.31313411670072,0.8844611644744873,0.8395216464996338,False,False,17731,30,14,6,32,2,sigmoid,16,5,relu
2,203.5470733642578,235.43202245177173,14.266992568969727,15.343794265167,10.80710506439209,11.587381743192672,20303906.0,141.639743417321,0.8835039734840393,0.8636654615402222,True,False,17731,30,14,6,32,3,sigmoid,16,5,relu
2,183.0875701904297,242.94074859339912,13.530985832214355,15.586556662502437,10.37984561920166,12.051282249689102,22188014.0,150.6904138276535,0.8952129483222961,0.8593172430992126,False,False,17731,30,14,6,32,3,sigmoid,16,5,relu
2,187.31008911132812,260.8165766815898,13.686127662658691,16.149816614487914,10.466180801391602,12.184824504852294,26447526.0,149.7900265694505,0.892796516418457,0.8489656448364258,True,False,17731,30,14,6,32,8,sigmoid,16,5,relu
2,181.20887756347656,242.5195603141771,13.461384773254395,15.57303953357138,10.34930419921875,12.071284683942794,19172490.0,146.64097189050258,0.8962885737419128,0.8595611453056335,False,False,17731,30,14,6,32,8,sigmoid,16,5,relu
2,199.64694213867188,244.82181358723184,14.129647254943848,15.646782851028254,10.657981872558594,11.514217965602874,15958325.0,151.90341592066287,0.885735809803009,0.8582279682159424,True,False,17731,30,14,6,48,2,sigmoid,16,5,relu
2,198.14599609375,260.39794411789904,14.076434135437012,16.136850501814134,10.857853889465332,12.560647587776185,26831346.0,143.66221713259375,0.8865943551063538,0.8492081165313721,False,False,17731,30,14,6,48,2,sigmoid,16,5,relu
2,191.19505310058594,225.89069203100513,13.827329635620117,15.029660409703379,10.439308166503906,11.252299645245076,14013412.0,146.57825766126203,0.8905729055404663,0.8691906332969666,True,False,17731,30,14,6,48,3,sigmoid,16,5,relu
2,192.48391723632812,247.19925087686343,13.873857498168945,15.722571382469962,10.756996154785156,11.942069004476071,43249608.0,148.21089786470236,0.88983553647995,0.8568512201309204,False,False,17731,30,14,6,48,3,sigmoid,16,5,relu
2,180.5579376220703,269.00080376165187,13.437185287475586,16.401243969944836,10.21972370147705,12.598264651298523,25536224.0,151.3591425715818,0.8966606855392456,0.8442263007164001,True,False,17731,30,14,6,48,8,sigmoid,16,5,relu
2,174.3757781982422,261.4542894919962,13.2051420211792,16.169548215457233,10.12182331085205,12.46178864479065,24288478.0,148.55809373834217,0.9001991748809814,0.8485963940620422,False,False,17731,30,14,6,48,8,sigmoid,16,5,relu
2,199.74310302734375,255.19487640607815,14.133049964904785,15.974820074294362,10.609963417053223,12.004049842357636,19915834.0,136.1539465398027,0.8856804370880127,0.8522211313247681,True,False,17731,30,14,6,64,2,sigmoid,16,5,relu
2,196.8468475341797,259.38389947586404,14.03021240234375,16.10539969935127,10.787421226501465,12.173044621944427,24180622.0,150.47958388997424,0.8873385190963745,0.8497952818870544,False,False,17731,30,14,6,64,2,sigmoid,16,5,relu
2,182.426513671875,212.40468912083074,13.506535530090332,14.574110234276079,10.114957809448242,10.908069889545441,20866102.0,145.47958498078114,0.8955914974212646,0.8770001530647278,True,False,17731,30,14,6,64,3,sigmoid,16,5,relu
2,186.638916015625,236.47047422668078,13.661585807800293,15.377596503572358,10.535933494567871,11.910695735216141,28985776.0,144.34761736490256,0.8931804895401001,0.8630641102790833,False,False,17731,30,14,6,64,3,sigmoid,16,5,relu
2,191.99447631835938,275.1298382333909,13.856206893920898,16.587038259839847,10.517864227294922,12.555875028967858,21533192.0,143.59638972433885,0.89011549949646,0.8406770825386047,True,False,17731,30,14,6,64,8,sigmoid,16,5,relu
2,174.05722045898438,252.57996440600581,13.193075180053711,15.892764529999361,10.118192672729492,12.375693597793578,22269622.0,146.50063025904117,0.9003816246986389,0.8537353277206421,False,False,17731,30,14,6,64,8,sigmoid,16,5,relu
2,191.37144470214844,225.58424905531376,13.833706855773926,15.019462342418045,10.307004928588867,11.124750399589539,19191726.0,147.8188794442499,0.8904719352722168,0.8693680763244629,True,False,17731,30,14,8,32,2,sigmoid,16,5,relu
2,189.01661682128906,257.84439456663176,13.748331069946289,16.05753388807359,10.50450325012207,12.155060194432735,22455608.0,149.24276663202255,0.8918198347091675,0.85068678855896,False,False,17731,30,14,8,32,2,sigmoid,16,5,relu
2,185.46728515625,225.49804500919336,13.618637084960938,15.016592323466512,10.34306812286377,11.510199589729309,22017656.0,145.47307139505173,0.893851101398468,0.8694180250167847,True,False,17731,30,14,8,32,3,sigmoid,16,5,relu
2,174.908203125,267.5156429056009,13.225286483764648,16.355905444383104,10.102169036865234,12.950594673156738,22004746.0,141.42214585503677,0.8998944759368896,0.8450863361358643,False,False,17731,30,14,8,32,3,sigmoid,16,5,relu
2,167.7421112060547,246.57253691957052,12.951529502868652,15.70262834431136,9.794143676757812,11.797710595130921,21139950.0,149.574576561071,0.9039961099624634,0.8572141528129578,True,False,17731,30,14,8,32,8,sigmoid,16,5,relu
2,177.3220977783203,272.77611451504697,13.316234588623047,16.515935169255386,10.190321922302246,12.64806274831295,21488244.0,152.90052468666536,0.8985128998756409,0.8420401215553284,False,False,17731,30,14,8,32,8,sigmoid,16,5,relu
2,196.17808532714844,246.5831531413399,14.006359100341797,15.70296638031617,10.7007474899292,12.276830196380615,18724094.0,144.62887291185856,0.8877207040786743,0.8572080135345459,True,False,17731,30,14,8,48,2,sigmoid,16,5,relu
2,185.6182861328125,262.0311599535186,13.62417984008789,16.187376561800203,10.414990425109863,12.650586617588997,19313830.0,143.86550128028858,0.8937650322914124,0.8482623100280762,False,False,17731,30,14,8,48,2,sigmoid,16,5,relu
2,192.2392578125,239.53930187216997,13.865036964416504,15.4770572743067,10.503393173217773,11.972054615020753,17297040.0,142.25381923234147,0.889975368976593,0.861286997795105,True,False,17731,30,14,8,48,3,sigmoid,16,5,relu
2,172.93606567382812,239.42797447085456,13.15051555633545,15.473460326341183,10.049464225769043,12.049827808886766,20699062.0,144.5576831951773,0.9010230302810669,0.8613514304161072,False,False,17731,30,14,8,48,3,sigmoid,16,5,relu
2,169.22552490234375,266.0590642818347,13.008670806884766,16.3113170615323,9.881896018981934,12.658327264785767,24659896.0,151.99381279993435,0.9031469821929932,0.8459298610687256,True,False,17731,30,14,8,48,8,sigmoid,16,5,relu
